transaction_id,timestamp,amount,customer_id,merchant_id,merchant_category,distance_from_home,customer_age,transaction_velocity_daily,fraud,account_id,transaction_type,location,ip_address,channel,customer_occupation,transaction_duration,verification_attempt,login_attempt,account_balance,account_type,hour_of_day,previous_transactions_timestamp
T00007627,2025-03-14 04:51:20,8930.0,C0001141,M00809,entertainment,25.67,40,6,0,ACC45521514,DR,Meerut,103.0.152.209,Online,Accountant,23.4,1,1,58670.08,Salary,4,2025-03-13 14:23:39
T00008567,2025-03-14 04:55:55,9253.0,C0004817,M00399,healthcare,11.83,56,5,0,ACC39042654,CR,Srinagar,103.2.242.115,Phone Banking,Sales Professional,14.1,1,1,37468.57,Recurring Deposit,4,2025-03-12 17:07:32
T00006536,2025-03-14 04:58:05,2110.0,C0002916,M00632,grocery,4.56,40,4,0,ACC38944689,CR,Chennai,103.2.174.97,Online,Consultant,39.2,1,1,15559.52,Recurring Deposit,4,2025-03-13 22:06:02
T00002323,2025-03-14 05:02:25,29134.0,C0000551,M00120,utilities,0.36,53,2,0,ACC71662963,CR,Meerut,103.3.193.84,Phone Banking,Architect,35.6,1,1,17019.65,Salary,5,2025-03-13 02:40:28
T00009894,2025-03-14 05:03:15,95090.0,C0003285,M00895,jewelry,207.61,35,12,1,ACC61532114,DR,Patna,103.2.109.237,Online,Retired,14.3,2,4,4497.42,Recurring Deposit,5,2025-03-12 08:16:38
T00005910,2025-03-14 05:06:44,9053.0,C0003721,M00674,grocery,18.48,55,0,0,ACC96355513,DR,Jaipur,45.115.107.103,ATM,Homemaker,39.2,1,1,69996.47,Savings,5,2025-03-13 14:54:00
T00006696,2025-03-14 05:13:19,14797.999999999998,C0004910,M00233,travel,3.49,37,3,0,ACC63440127,DR,Ludhiana,103.5.66.137,Online,Driver,15.8,1,1,18579.11,Savings,5,2025-03-13 11:34:06
T00004325,2025-03-14 05:14:34,15390.0,C0001081,M00066,grocery,9.16,48,4,0,ACC71586053,DR,Bangalore,45.112.5.99,Phone Banking,IT Professional,17.9,1,1,54505.31,Recurring Deposit,5,2025-03-13 23:48:06
T00001002,2025-03-14 05:20:01,5795.0,C0002378,M00983,healthcare,17.2,21,3,0,ACC38898923,CR,Aurangabad,45.115.143.234,Online,Retired,32.1,1,1,52040.2,Salary,5,2025-03-13 00:56:01
T00009158,2025-03-14 05:21:33,22093.0,C0004928,M00020,retail,9.43,60,5,0,ACC21631697,DR,Agra,45.112.210.147,Online,Chef,19.4,1,1,56994.72,Recurring Deposit,5,2025-03-13 13:00:17
T00001606,2025-03-14 05:24:15,6172.0,C0001767,M00534,grocery,9.39,31,5,0,ACC10582186,DR,Chennai,103.3.138.224,Mobile App,Engineer,33.1,1,1,10464.47,Current,5,2025-03-13 07:17:39
T00003285,2025-03-14 05:24:26,24553.0,C0000887,M00493,utilities,5.0,32,3,0,ACC45135070,CR,Agra,103.3.6.2,Mobile App,Nurse,7.7,1,1,37661.34,Salary,5,2025-03-13 06:47:54
T00003030,2025-03-14 05:36:38,453.0,C0000332,M00918,retail,16.48,54,5,0,ACC25060409,DR,Thane,103.3.26.221,Branch,Sales Professional,34.6,1,1,60808.66,Current,5,2025-03-13 23:03:31
T00009825,2025-03-14 05:37:54,1178.0,C0000055,M00865,jewelry,50.95,34,14,1,ACC55679506,DR,Pune,103.7.88.16,Online,Lawyer,18.4,2,4,1175.05,Recurring Deposit,5,2025-03-13 20:32:10
T00004271,2025-03-14 05:43:00,3234.0000000000005,C0003115,M00130,utilities,0.07,32,2,0,ACC63211150,DR,Jaipur,45.112.194.19,Phone Banking,Government Employee,12.6,1,1,89514.33,Savings,5,2025-03-12 06:37:52
T00002599,2025-03-14 05:51:07,3338.0000000000005,C0001496,M00820,grocery,18.09,46,2,0,ACC87277086,DR,Faridabad,103.0.170.248,Branch,Lawyer,32.7,1,1,107831.18,Savings,5,2025-03-13 12:01:03
T00008316,2025-03-14 05:53:38,4525.0,C0003040,M00563,retail,15.61,35,2,0,ACC96691619,CR,Srinagar,45.113.208.210,Phone Banking,Government Employee,16.3,1,1,86325.42,Recurring Deposit,5,2025-03-12 20:35:57
T00006758,2025-03-14 05:56:26,43019.0,C0004451,M00411,electronics,6.78,46,2,0,ACC88990506,DR,Indore,103.3.175.120,Phone Banking,Homemaker,22.1,1,1,14567.81,Savings,5,2025-03-13 11:51:28
T00008236,2025-03-14 05:58:19,13619.0,C0004946,M00194,travel,7.31,35,7,0,ACC58991556,CR,Kolkata,103.7.182.7,Phone Banking,Government Employee,12.4,1,1,67629.65,Savings,5,2025-03-13 04:45:58
T00000094,2025-03-14 06:11:49,3689.0,C0001874,M00815,entertainment,5.61,38,3,0,ACC49117508,DR,Jaipur,103.3.246.17,ATM,Engineer,26.4,1,1,45989.35,Recurring Deposit,6,2025-03-12 22:57:52
T00004285,2025-03-14 06:14:37,6690.000000000001,C0002576,M00700,entertainment,13.16,44,5,0,ACC65465150,DR,Mumbai,103.0.124.42,Phone Banking,Banker,25.8,1,1,-514.87,Savings,6,2025-03-13 12:26:32
T00002093,2025-03-14 06:24:13,1748.0,C0001737,M00997,utilities,1.7,45,2,0,ACC73013961,CR,Indore,103.0.241.177,Branch,Doctor,34.0,1,1,77970.6,Savings,6,2025-03-13 14:43:10
T00006344,2025-03-14 06:26:47,5636.0,C0004039,M00318,utilities,15.99,27,4,0,ACC54448673,DR,Pune,103.5.143.128,ATM,Teacher,22.6,1,1,86014.62,Current,6,2025-03-13 17:15:14
T00003111,2025-03-14 06:33:35,4114.0,C0000304,M00463,restaurant,2.18,52,4,0,ACC67740376,CR,Ludhiana,45.113.211.163,ATM,Sales Professional,22.9,1,1,52100.67,Recurring Deposit,6,2025-03-12 11:34:12
T00004250,2025-03-14 06:38:10,16003.0,C0001480,M00714,healthcare,3.47,68,5,0,ACC81057233,CR,Jaipur,103.0.42.145,Online,Manager,23.6,1,1,41517.27,Savings,6,2025-03-13 14:17:58
T00001784,2025-03-14 06:39:33,5929.0,C0001514,M00844,utilities,1.37,50,4,0,ACC84270583,DR,Kolkata,103.2.226.228,Phone Banking,Doctor,47.6,1,1,104799.89,Savings,6,2025-03-14 02:44:09
T00005583,2025-03-14 06:40:09,8073.0,C0000189,M00793,electronics,17.3,44,2,0,ACC84892608,DR,Rajkot,103.4.203.53,Branch,Government Employee,28.2,1,1,27619.26,Savings,6,2025-03-12 19:52:26
T00007430,2025-03-14 06:41:04,5681.0,C0004555,M00128,retail,35.7,46,4,0,ACC15066382,DR,Nagpur,103.5.45.145,Branch,Government Employee,17.1,1,1,80678.96,Savings,6,2025-03-12 19:07:52
T00000503,2025-03-14 06:44:36,9587.0,C0004529,M00824,healthcare,8.82,26,3,1,ACC21783073,CR,Aurangabad,103.3.27.255,Branch,IT Professional,18.1,1,1,82326.25,Recurring Deposit,6,2025-03-12 14:18:40
T00006630,2025-03-14 06:45:16,1138.0,C0000790,M00697,utilities,12.89,41,2,0,ACC40595926,DR,Amritsar,103.0.47.70,Mobile App,Government Employee,26.7,1,1,46842.54,Savings,6,2025-03-12 20:10:32
T00008816,2025-03-14 06:47:24,4175.0,C0002625,M00501,restaurant,0.72,31,4,0,ACC73013937,CR,Kanpur,103.0.68.85,Mobile App,Engineer,19.8,1,1,-6585.91,Recurring Deposit,6,2025-03-14 02:16:24
T00005959,2025-03-14 06:53:26,42574.0,C0001208,M00367,utilities,20.89,41,3,0,ACC11226946,DR,Amritsar,103.0.214.91,Mobile App,Driver,33.3,1,1,70173.7,Salary,6,2025-03-12 20:54:14
T00000114,2025-03-14 06:59:46,4504.0,C0003881,M00100,electronics,4.54,35,3,0,ACC91220369,DR,Aurangabad,103.6.2.67,Online,Consultant,21.2,1,1,11535.96,Savings,6,2025-03-14 02:18:27
T00008211,2025-03-14 07:14:09,10370.0,C0004547,M00875,grocery,4.37,5,3,0,ACC43189803,CR,Agra,103.2.87.52,Mobile App,Consultant,30.0,1,1,100911.09,Salary,7,2025-03-13 07:24:22
T00009082,2025-03-14 07:15:47,4739.0,C0001675,M00767,electronics,1.8,34,2,0,ACC17318358,CR,Nagpur,103.6.16.19,ATM,Consultant,38.9,1,1,73245.58,Savings,7,2025-03-13 04:20:43
T00001434,2025-03-14 07:22:54,4620.0,C0004342,M00071,entertainment,19.39,29,3,0,ACC96825515,CR,Meerut,103.3.219.184,Mobile App,Accountant,18.6,1,1,56299.41,Recurring Deposit,7,2025-03-13 18:11:04
T00005786,2025-03-14 07:28:54,4906.0,C0002399,M00321,travel,33.94,35,3,0,ACC29948970,DR,Faridabad,103.3.175.109,Branch,Banker,20.5,1,1,-2569.6,Savings,7,2025-03-12 13:53:46
T00000727,2025-03-14 07:37:25,7729.000000000001,C0003428,M00017,grocery,2.88,39,0,0,ACC22345163,DR,Lucknow,103.1.244.49,ATM,Architect,21.8,1,1,72459.87,Recurring Deposit,7,2025-03-13 11:31:40
T00008243,2025-03-14 07:38:15,20822.0,C0004976,M00320,entertainment,0.85,27,5,0,ACC85678734,CR,Mumbai,103.6.139.96,Phone Banking,Student,20.4,1,1,15372.73,Savings,7,2025-03-13 09:30:03
T00005315,2025-03-14 07:55:24,4208.0,C0003254,M00946,healthcare,3.92,36,4,0,ACC18325904,CR,Mumbai,103.1.95.228,Phone Banking,Nurse,26.3,1,1,70937.52,Savings,7,2025-03-12 22:24:23
T00000881,2025-03-14 07:56:09,3211.0,C0004966,M00148,retail,0.58,53,3,0,ACC10512117,DR,Patna,103.6.176.242,Online,Retired,6.0,1,1,69748.14,Savings,7,2025-03-13 04:15:18
T00002522,2025-03-14 07:59:42,7884.0,C0004196,M00086,travel,1.52,31,4,0,ACC73218512,CR,Faridabad,103.7.73.151,Mobile App,Chef,8.5,1,1,99007.73,Savings,7,2025-03-12 13:55:40
T00006648,2025-03-14 08:00:01,16505.0,C0002041,M00233,utilities,0.46,28,2,0,ACC66623995,CR,Ahmedabad,103.1.77.211,Online,Chef,36.3,1,1,107189.6,Current,8,2025-03-12 22:05:42
T00005966,2025-03-14 08:00:02,12788.0,C0000626,M00565,entertainment,12.56,33,2,0,ACC94524999,CR,Bhopal,103.4.135.199,Phone Banking,Retired,17.2,1,1,83941.26,Current,8,2025-03-12 17:56:23
T00009396,2025-03-14 08:07:00,10322.0,C0002102,M00675,electronics,1.1,34,0,0,ACC38468360,DR,Agra,103.0.48.187,ATM,Consultant,7.2,1,1,43918.51,Salary,8,2025-03-13 13:44:29
T00006880,2025-03-14 08:15:36,6581.999999999999,C0004428,M00171,electronics,12.76,31,2,0,ACC30514014,CR,Agra,103.6.72.38,ATM,Government Employee,35.7,1,1,17141.59,Salary,8,2025-03-13 02:52:50
T00001814,2025-03-14 08:22:51,4174.0,C0001269,M00608,grocery,15.25,36,5,0,ACC50550084,DR,Amritsar,103.4.119.232,ATM,Retired,15.1,1,1,60453.5,Savings,8,2025-03-13 11:57:47
T00003480,2025-03-14 08:26:24,4036.0,C0003641,M00089,healthcare,3.35,20,7,0,ACC27758896,CR,Patna,103.7.239.191,Branch,Architect,25.6,1,1,25630.32,Current,8,2025-03-14 00:15:35
T00003745,2025-03-14 08:27:00,4554.0,C0000480,M00842,retail,3.24,34,1,0,ACC60557040,CR,Nagpur,103.2.44.82,Mobile App,IT Professional,32.2,1,1,38017.57,Savings,8,2025-03-13 11:47:50
T00004792,2025-03-14 08:30:20,4868.0,C0001328,M00213,utilities,3.97,38,7,0,ACC92613013,CR,Nashik,103.1.129.183,Online,Student,26.5,1,1,56659.68,Current,8,2025-03-14 03:11:19
T00009038,2025-03-14 08:31:11,11839.0,C0002032,M00088,retail,24.26,38,3,0,ACC66487347,DR,Ludhiana,103.5.146.70,ATM,Consultant,37.8,1,1,-11316.95,Salary,8,2025-03-13 16:06:59
T00002432,2025-03-14 08:42:09,5333.0,C0004453,M00069,healthcare,2.35,49,4,0,ACC37326368,DR,Agra,103.0.102.233,ATM,Business Owner,21.0,1,1,76134.77,Salary,8,2025-03-14 07:28:35
T00000785,2025-03-14 09:06:42,16090.0,C0001794,M00219,grocery,8.48,47,3,0,ACC49652241,CR,Meerut,45.113.3.76,ATM,Retired,22.6,1,1,33996.16,Savings,9,2025-03-13 04:11:25
T00001012,2025-03-14 09:07:42,43496.0,C0003888,M00252,restaurant,24.62,70,3,0,ACC84204255,DR,Aurangabad,45.112.40.101,Phone Banking,Government Employee,16.9,1,1,73158.51,Current,9,2025-03-12 16:50:42
T00000742,2025-03-14 09:14:35,2923.0,C0003954,M00005,travel,11.21,44,2,0,ACC54629892,CR,Kanpur,103.5.138.77,Branch,Government Employee,28.6,1,1,107928.36,Savings,9,2025-03-13 03:23:37
T00005767,2025-03-14 09:15:05,5041.0,C0000694,M00963,healthcare,5.63,22,2,0,ACC73411827,CR,Hyderabad,103.2.168.96,ATM,Manager,35.7,1,1,61722.71,Savings,9,2025-03-13 11:45:14
T00006721,2025-03-14 09:20:12,16180.000000000002,C0001634,M00338,retail,15.12,72,2,0,ACC68496914,DR,Kolkata,103.6.53.80,Mobile App,Government Employee,25.1,1,1,46701.86,Savings,9,2025-03-12 10:54:37
T00004574,2025-03-14 09:29:44,2581.0,C0004636,M00522,electronics,1.57,47,5,1,ACC85374852,CR,Bangalore,103.7.170.168,Phone Banking,Retired,30.1,1,1,20336.86,Salary,9,2025-03-13 05:41:26
T00008564,2025-03-14 09:30:42,518.0,C0003942,M00037,restaurant,6.9,29,4,0,ACC62707402,CR,Delhi,45.115.88.77,Phone Banking,Accountant,18.6,1,1,43913.38,Salary,9,2025-03-12 15:37:30
T00002174,2025-03-14 09:30:43,2369.0,C0002536,M00944,entertainment,1.07,41,4,0,ACC58061434,CR,Patna,103.1.75.197,Mobile App,Consultant,26.8,1,1,78390.14,Current,9,2025-03-13 04:57:03
T00009093,2025-03-14 09:32:30,19661.0,C0002480,M00851,healthcare,3.16,35,5,0,ACC48478684,DR,Nashik,45.115.243.169,Phone Banking,Nurse,19.6,1,1,74099.18,Salary,9,2025-03-13 17:09:05
T00002475,2025-03-14 09:34:32,11234.0,C0003665,M00997,utilities,40.43,15,2,0,ACC25819123,DR,Varanasi,103.0.155.52,Online,Engineer,21.8,1,1,77390.36,Savings,9,2025-03-13 19:37:22
T00008738,2025-03-14 09:34:54,23940.0,C0002890,M00928,entertainment,12.76,47,4,0,ACC26301180,DR,Nagpur,103.0.144.188,ATM,Accountant,40.2,1,1,41911.02,Recurring Deposit,9,2025-03-14 05:50:37
T00002218,2025-03-14 09:35:54,44573.0,C0004603,M00126,travel,2.14,61,1,0,ACC30537388,CR,Nashik,45.114.224.21,Phone Banking,Chef,18.5,1,1,17376.83,Current,9,2025-03-13 23:04:57
T00005897,2025-03-14 09:39:12,16102.000000000002,C0000238,M00360,healthcare,4.59,31,5,0,ACC48971765,DR,Bangalore,45.112.213.88,Mobile App,Homemaker,26.6,1,1,65606.27,Savings,9,2025-03-14 01:49:34
T00006706,2025-03-14 09:40:28,3611.0,C0001760,M00975,healthcare,5.64,31,4,0,ACC88326059,CR,Delhi,45.115.34.205,Phone Banking,Nurse,28.6,1,1,38701.84,Recurring Deposit,9,2025-03-12 18:25:11
T00008538,2025-03-14 09:43:47,7609.999999999999,C0004623,M00824,restaurant,0.9,49,2,1,ACC56138336,DR,Bhopal,45.113.49.169,Branch,Driver,2.3,1,1,32997.12,Salary,9,2025-03-12 11:02:44
T00003921,2025-03-14 09:52:01,6831.999999999999,C0003162,M00782,retail,18.02,47,3,0,ACC16080513,DR,Nashik,103.5.237.180,Branch,Architect,22.2,1,1,4279.0,Salary,9,2025-03-12 10:36:08
T00006185,2025-03-14 09:58:15,2582.0,C0004079,M00388,restaurant,4.44,60,3,0,ACC65813853,DR,Bangalore,45.113.17.52,Online,Retired,24.3,1,1,43774.06,Recurring Deposit,9,2025-03-13 12:26:53
T00008565,2025-03-14 10:04:09,5560.0,C0003767,M00097,grocery,21.55,42,7,0,ACC13209180,CR,Kolkata,103.2.154.125,Phone Banking,Driver,31.9,1,1,47709.47,Current,10,2025-03-12 11:15:39
T00002839,2025-03-14 10:05:41,4657.0,C0000571,M00834,travel,0.71,39,3,0,ACC26143959,CR,Mumbai,45.113.118.34,Mobile App,Doctor,23.5,1,1,24136.49,Savings,10,2025-03-12 23:19:56
T00004868,2025-03-14 10:06:11,6324.0,C0001752,M00394,electronics,5.54,16,2,0,ACC42642810,DR,Delhi,103.6.13.244,Mobile App,Government Employee,31.5,1,1,76641.56,Savings,10,2025-03-13 13:51:23
T00009264,2025-03-14 10:13:54,2147.0,C0004423,M00403,electronics,1.45,41,1,0,ACC90180577,CR,Mumbai,103.0.67.18,Phone Banking,Chef,33.9,1,1,44396.95,Savings,10,2025-03-13 05:04:14
T00003372,2025-03-14 10:14:14,23297.0,C0003829,M00126,utilities,19.99,39,2,0,ACC32750139,CR,Amritsar,103.0.203.34,Branch,IT Professional,18.1,1,1,99398.58,Salary,10,2025-03-13 03:01:18
T00004117,2025-03-14 10:21:33,825.0,C0001885,M00455,retail,28.55,36,5,0,ACC65397759,CR,Ludhiana,103.1.169.2,Mobile App,Business Owner,2.7,1,1,52330.82,Salary,10,2025-03-13 17:46:39
T00009320,2025-03-14 10:23:17,3485.0,C0002984,M00796,healthcare,2.38,42,1,0,ACC15937353,CR,Vadodara,45.112.41.70,Branch,Banker,20.3,1,1,91986.99,Savings,10,2025-03-13 14:59:32
T00002697,2025-03-14 10:23:42,1470.0,C0002677,M00881,restaurant,7.7,50,2,0,ACC51137177,DR,Amritsar,103.7.130.209,Branch,Retired,18.4,1,1,-1.18,Salary,10,2025-03-12 13:06:48
T00004240,2025-03-14 10:25:03,865.0,C0000970,M00851,restaurant,2.7,29,4,0,ACC22410307,DR,Lucknow,103.6.149.50,Branch,Teacher,34.9,1,1,68379.77,Savings,10,2025-03-14 09:17:02
T00008871,2025-03-14 10:26:56,5925.0,C0004288,M00452,entertainment,0.39,27,3,0,ACC20200074,CR,Agra,103.3.145.165,Online,Sales Professional,20.1,1,1,-11549.35,Current,10,2025-03-13 18:42:25
T00005069,2025-03-14 10:29:15,7291.0,C0001658,M00470,entertainment,8.53,42,3,0,ACC50417154,CR,Bhopal,103.3.174.205,Mobile App,Retired,36.7,1,1,112450.52,Savings,10,2025-03-12 20:14:55
T00000615,2025-03-14 10:34:03,6213.0,C0003379,M00192,restaurant,0.99,37,1,0,ACC54524582,CR,Kanpur,103.2.94.60,Phone Banking,Student,18.3,1,1,90194.43,Salary,10,2025-03-13 17:12:00
T00004371,2025-03-14 10:35:13,3163.0,C0004233,M00315,restaurant,9.13,19,0,0,ACC31687165,CR,Rajkot,103.2.57.107,ATM,Accountant,24.1,1,1,91064.85,Savings,10,2025-03-12 19:04:12
T00000648,2025-03-14 10:36:50,4334.0,C0000421,M00766,electronics,1.52,50,1,0,ACC13051483,DR,Thane,45.114.203.62,Mobile App,Sales Professional,4.7,1,1,-22249.79,Savings,10,2025-03-13 12:55:03
T00003093,2025-03-14 10:45:02,8306.0,C0000950,M00867,utilities,1.21,56,2,0,ACC63765180,CR,Agra,45.112.231.48,Phone Banking,Lawyer,24.3,1,1,72045.33,Savings,10,2025-03-12 19:14:52
T00002448,2025-03-14 10:45:06,2493.0,C0003919,M00777,healthcare,0.33,31,3,0,ACC99987086,CR,Ghaziabad,45.114.34.111,Mobile App,Driver,21.4,1,1,77230.23,Current,10,2025-03-13 10:34:27
T00009913,2025-03-14 10:49:51,52321.0,C0001943,M00325,retail,232.14,32,8,1,ACC66379329,DR,Delhi,103.0.87.165,Mobile App,Manager,22.3,1,2,33545.92,Savings,10,2025-03-13 20:04:11
T00009985,2025-03-14 10:59:15,67062.0,C0003985,M00254,entertainment,38.74,39,15,1,ACC35838575,DR,Chennai,103.6.201.92,Online,Lawyer,11.9,2,1,9872.2,Savings,10,2025-02-27 23:48:18
T00005125,2025-03-14 11:02:59,2756.0,C0001519,M00875,healthcare,10.27,36,1,0,ACC18500820,CR,Ludhiana,103.2.154.109,Phone Banking,Sales Professional,26.0,1,1,76338.21,Current,11,2025-03-13 08:52:11
T00000438,2025-03-14 11:05:44,994.0,C0004158,M00115,grocery,0.77,60,4,0,ACC92474715,CR,Nagpur,103.4.44.90,Online,Accountant,35.7,1,1,29605.07,Recurring Deposit,11,2025-03-14 03:13:20
T00008037,2025-03-14 11:11:38,1342.0,C0002015,M00324,retail,5.27,40,2,0,ACC17467311,CR,Visakhapatnam,103.1.78.158,Online,Architect,16.4,1,1,18294.17,Salary,11,2025-03-12 22:29:37
T00003513,2025-03-14 11:13:12,951.0,C0004425,M00664,travel,6.04,49,1,0,ACC96322745,CR,Mumbai,45.113.209.2,Online,Doctor,15.8,1,1,59766.02,Current,11,2025-03-14 08:09:04
T00002817,2025-03-14 11:13:17,7894.0,C0004300,M00587,grocery,13.41,42,1,0,ACC95065651,DR,Lucknow,103.2.194.225,Branch,Government Employee,22.0,1,1,-4280.41,Salary,11,2025-03-14 08:19:30
T00002238,2025-03-14 11:22:22,3634.000000000001,C0004170,M00435,grocery,15.15,34,0,0,ACC87265240,CR,Pune,45.115.116.197,Mobile App,Manager,23.3,1,1,33764.04,Salary,11,2025-03-14 06:35:12
T00006662,2025-03-14 11:31:15,12957.0,C0004392,M00862,electronics,2.89,43,6,0,ACC33635791,DR,Nagpur,45.112.216.152,Branch,Doctor,36.1,1,1,57268.6,Recurring Deposit,11,2025-03-13 03:40:49
T00006609,2025-03-14 11:32:53,6691.0,C0001933,M00979,travel,7.77,28,1,0,ACC44210729,DR,Visakhapatnam,103.6.167.229,ATM,Architect,16.1,1,1,96396.94,Salary,11,2025-03-13 06:57:34
T00005724,2025-03-14 11:34:45,3488.0000000000005,C0003126,M00505,entertainment,0.81,19,6,0,ACC39735904,DR,Thane,45.115.243.2,ATM,Teacher,46.4,1,1,80320.19,Salary,11,2025-03-13 17:28:23
T00006869,2025-03-14 11:38:15,1455.0,C0001176,M00707,entertainment,4.37,52,2,0,ACC45159040,DR,Kolkata,45.114.16.246,ATM,Self-employed,29.3,1,1,31517.67,Savings,11,2025-03-13 09:30:29
T00007347,2025-03-14 11:39:39,1507.0,C0004483,M00391,electronics,12.48,47,1,0,ACC41966313,CR,Thane,103.1.37.12,Mobile App,Retired,9.9,1,1,31611.61,Savings,11,2025-03-13 19:31:40
T00001197,2025-03-14 11:40:22,9487.0,C0003376,M00135,restaurant,3.47,31,3,0,ACC55343466,DR,Nashik,103.2.223.11,Online,Architect,29.2,1,1,69885.69,Savings,11,2025-03-13 14:12:21
T00006257,2025-03-14 11:44:11,1422.0,C0001612,M00166,restaurant,2.4,41,3,0,ACC99186817,DR,Srinagar,103.4.25.103,Branch,Self-employed,26.5,1,1,68248.57,Salary,11,2025-03-13 19:50:50
T00002382,2025-03-14 11:51:00,7700.0,C0004181,M00017,restaurant,10.65,56,2,0,ACC16740197,DR,Aurangabad,103.0.212.128,Online,Lawyer,13.2,1,1,65875.18,Savings,11,2025-03-13 12:07:08
T00003096,2025-03-14 11:51:32,15474.0,C0003299,M00684,healthcare,30.87,46,3,0,ACC83357939,DR,Thane,103.7.125.185,Online,Student,31.0,1,1,125286.4,Salary,11,2025-03-12 12:24:07
T00005720,2025-03-14 11:55:34,3538.0000000000005,C0002279,M00738,utilities,17.96,31,3,0,ACC16783418,DR,Agra,103.1.148.199,Online,Manager,24.7,1,1,-17355.39,Current,11,2025-03-13 06:37:04
T00009015,2025-03-14 12:00:05,2055.0,C0003710,M00588,travel,2.92,38,1,0,ACC24678410,CR,Ludhiana,103.0.68.190,Online,Business Owner,33.9,1,1,44552.35,Savings,12,2025-03-12 17:31:53
T00005691,2025-03-14 12:00:34,952.0,C0000849,M00296,healthcare,3.06,25,2,0,ACC62707402,DR,Nashik,103.1.110.115,Online,Consultant,33.7,1,1,32034.98,Salary,12,2025-03-14 00:25:35
T00002222,2025-03-14 12:07:45,11491.0,C0001194,M00587,retail,15.99,35,4,0,ACC54434998,DR,Mumbai,45.115.49.142,Phone Banking,Banker,15.1,1,1,41945.53,Salary,12,2025-03-13 03:45:10
T00002764,2025-03-14 12:09:51,7033.0,C0002768,M00261,grocery,4.08,41,4,0,ACC98322292,CR,Jaipur,103.0.194.16,Mobile App,Sales Professional,23.6,1,1,83874.87,Salary,12,2025-03-12 13:00:22
T00006554,2025-03-14 12:12:03,4124.0,C0004118,M00831,utilities,25.63,40,1,0,ACC46115786,DR,Kolkata,45.114.131.211,Phone Banking,Doctor,18.2,1,1,96519.46,Recurring Deposit,12,2025-03-13 04:41:23
T00005114,2025-03-14 12:12:19,4774.0,C0002340,M00686,entertainment,5.58,64,5,0,ACC60326016,DR,Amritsar,45.113.231.60,Mobile App,Banker,17.9,1,1,70594.56,Recurring Deposit,12,2025-03-12 23:10:34
T00009091,2025-03-14 12:13:25,3857.0,C0002644,M00852,healthcare,14.87,41,3,0,ACC55063530,DR,Ludhiana,103.3.157.7,Mobile App,Architect,16.5,1,1,39632.8,Recurring Deposit,12,2025-03-13 05:24:51
T00000347,2025-03-14 12:19:19,1336.0,C0001484,M00392,healthcare,3.13,73,1,0,ACC49529438,CR,Lucknow,103.2.113.253,Mobile App,Government Employee,43.5,1,1,61945.78,Current,12,2025-03-12 22:21:08
T00009418,2025-03-14 12:25:28,6081.0,C0003089,M00183,travel,8.03,25,1,0,ACC91823275,DR,Mumbai,103.2.253.110,Online,Driver,21.7,1,1,45627.33,Current,12,2025-03-12 12:54:26
T00008220,2025-03-14 12:26:23,1046.0,C0000085,M00094,grocery,3.07,44,2,0,ACC96274567,CR,Vadodara,45.113.168.214,ATM,Manager,8.1,1,1,-24676.58,Current,12,2025-03-13 12:41:24
T00005781,2025-03-14 12:29:34,2754.0,C0000275,M00445,grocery,5.61,40,4,0,ACC23677772,CR,Nashik,45.112.254.102,Online,Retired,47.5,1,1,126645.87,Salary,12,2025-03-12 23:56:50
T00009906,2025-03-14 12:34:20,8081.0,C0003560,M00620,entertainment,159.14,31,11,1,ACC95918360,DR,Jaipur,45.115.243.216,Mobile App,Student,20.6,2,4,20436.26,Savings,12,2025-03-12 14:56:48
T00008891,2025-03-14 12:35:48,9284.0,C0004510,M00856,retail,2.02,37,3,0,ACC59439358,CR,Varanasi,45.112.23.68,Branch,Student,38.3,1,1,50484.92,Current,12,2025-03-14 01:48:50
T00002853,2025-03-14 12:42:45,6806.999999999999,C0002498,M00253,electronics,0.72,48,4,0,ACC31424479,DR,Indore,45.113.242.122,Online,Nurse,13.4,1,1,58300.65,Salary,12,2025-03-12 16:11:12
T00006444,2025-03-14 12:43:32,11960.0,C0004983,M00228,utilities,11.43,36,3,0,ACC39246218,CR,Hyderabad,103.2.3.186,Mobile App,Doctor,23.6,1,1,103508.08,Savings,12,2025-03-12 13:08:08
T00004926,2025-03-14 12:47:43,3486.0,C0004874,M00496,travel,30.82,42,7,0,ACC70939053,DR,Meerut,45.115.250.42,ATM,Retired,31.7,1,1,104423.8,Recurring Deposit,12,2025-03-13 00:59:48
T00005854,2025-03-14 12:54:01,1371.0,C0004700,M00469,restaurant,1.85,72,4,0,ACC34084236,DR,Dhanbad,45.115.166.187,Mobile App,Government Employee,17.3,1,1,43504.28,Recurring Deposit,12,2025-03-13 19:02:26
T00006900,2025-03-14 12:54:35,14072.0,C0003205,M00399,electronics,5.61,35,3,0,ACC71380637,DR,Nashik,45.114.149.199,ATM,Lawyer,44.1,1,1,36172.14,Recurring Deposit,12,2025-03-13 22:01:10
T00009476,2025-03-14 12:55:22,7164.0,C0000277,M00219,healthcare,1.94,37,4,0,ACC86325904,DR,Hyderabad,103.3.56.208,Branch,Engineer,20.2,1,1,33493.91,Savings,12,2025-03-12 17:57:48
